Nombre común|Nombre Ingles|Nombre científico|Clase|Orden|Familia|Golfo de México|Mar Caribe|Pacífico|Fuera del país|Grupo|Nacional/Importado|Objetivo|incidental|Deportiva|Fomento|Cultivada|Cartel|Tríptico|Tallas de captura (cm)|Selectiva_NoSelectiva|Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades|Distribución|Cultivada / capturada|Comercio|País de importación|Carta Nacional Pesquera (2012) Pacífico zona 1|Carta Nacional Pesquera (2012) Pacífico zona 2|Carta Nacional Pesquera (2012) Pacífico zona 3|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 1|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 2|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 3|Estado según Arreguín et al. Litoral Oriental del Golfo de California|Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec|Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche|Imagen|Recomendacion|Peso
Rocote cobrizo||Sebastes caurinus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote verde||Sebastes chlorostictus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote mulato||Sebastes chrysomelas|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote estrellado||Sebastes constellatus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote reyna||Sebastes elongatus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote espada||Sebastes ensifer|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote viuda||Sebastes entomelas|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote pimiento||Sebastes goodei|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote a cuadros||Sebastes hopkinsi|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote vaquilla||Sebastes levis|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote mexicano||Sebastes macdonaldi|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote negro||Sebastes melanops|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote semáforo||Sebastes melanosema|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote agalla negra||Sebastes melanostomus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote bermejo||Sebastes miniatus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote azul||Sebastes mystinus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote olivo||Sebastes rastrelliger|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote rosado||Sebastes rosaceus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote motas verdes||Sebastes rosenblatti|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote bandera||Sebastes rubrivinctus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote rojo||Sebastes rufus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote inspector||Sebastes semicinctus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote falsa cabrilla||Sebastes serranoides|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote presidiario||Sebastes serriceps|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote rosa||Sebastes simulator|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Rocote panal||Sebastes umbrosus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Cabrilla cueruda||Dermatolepis dermatolepis|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Baqueta||0|1|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca||||0|0
Baya||Mycteroperca jordani|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Baqueta||0|1|0|0|0|3|||||En peligro||||||||||||||||sin datos|sin datos|sin datos||||0|0
Cabrilla roja||Cephalopholis fulva|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Cabrillas||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Cabrilla payaso|Rock Hind|Epinephelus adscensionis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|25-60|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive a una profundad  de 1 a 120 metros, se encuentra en zonas rocosas y arrecifales. Se alimenta de crustáceos y peces.|Se distribuye en el Atlántico occidental, desde Massachusetts hasta Brasil.|Capturada|Se utiliza la carne.|||||Deterioro|Deterioro|Deterioro||||||EpinephelusAdscensionis.png|0|0
Cabilla pinta||Epinephelus analogus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||1|0|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca||||0|0
Cabrilla piedrera||Epinephelus labriformis|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||0|1|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca||||0|0
Cabrilla||Mycteroperca phenax|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Cabrillas||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Cabrilla sardinera||Mycteroperca rosacea|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||0|1|0|0|0|3|||||Vulnerable||||||||||||||||sobre pesca|colapso|sobre pesca||||0|0
Cabrilla plomuda|Broomtail Grouper|Mycteroperca xenarcha|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|0|1|0|0|0|1|Tríptico|42-150|Selectiva|Línea de mano para peces pelágicos y demersales.||||||Especie marina de hábitos costeros. Vive en zonas de manglar, estuarios y fondos rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Perú.|Capturada|Se utiliza la carne.||sin datos|Máximo aprovechamiento permisible|sin datos||||sin datos|sin dartos|sin datos|||MycteropercaXenarcha.png|0|0
Cabrilla chiruda|Sawtail Grouper|Mycteroperca prionura|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Garropas||0|1|0|0|0|3|||||Casi amenazada||||||||||||||||sin datos|sin dartos|sin datos||||0|0
Cabrilla extranjera|Goldspotted Sand Bass|Paralabrax auroguttatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|50-70|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde Baja California a Nayarit.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|sin datos|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxAuroguttatus.png|0|0
Cabrilla sargacera||Paralabrax clarhratus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||1|0|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca||||0|0
Cabrilla cachete amarillo|Parrot Sand Bass|Paralabrax loro|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|50-70|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde el Golfo de California a Perú.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|sin datos|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxLoro.png|0|0
Cabrilla de roca|Spotted Sand Bass|Paralabrax maculatofasciatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|15-60|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos, fondos arenosos, paraderas de pastos marinos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Oaxaca.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxMaculatofasciatus.png|0|0
Verdillo|Barred Sand Bass|Paralabrax nebulifer|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|20-60|Selectiva|Trampa Selectiva.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos y bosques de macroalgas. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Baja California Sur.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|sin datos|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxNebulifer.png|0|0
Lenteja||Epinephelus drummondhayi|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0|3|||||En peligro crítico|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Extraviado|Yellowedge Grouper|Epinephelus flavolimbatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|50-115|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Vulnerable|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive asociada a arrecifes rocosos y bancos de arena. Se alimenta de una gran variedad de invertebrados y peces.|Se distribuye en el Atlántico occidental, desde Carolina del Norte en Estados Unidos hasta Brasil.|Capturada|Se utiliza la carne.|||||Desconocida|Deterioro|Deterioro|||||||0|0
Mero guasa|Goliath Grouper|Epinephelus itajara|Actinopterygii|Perciformes|Serranidae|1|1|1|0|Meros||1|1|0|0|0|3|||||En peligro crítico|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Mero/Cherna americana|Red Grouper|Epinephelus morio|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|35-125|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive en zonas arrecifales, en profundidades que van de los 70 a 330 metros. Se alimenta de peces e invertebrados.|Se distribuye en el Atlántico occidental, desde Carolina del Norte hasta Brasil.|Capturada|Se utiliza la carne.|||||Deterioro|Deterioro|Deterioro||||||EpinephelusMorio.png|0|0
Mero del Caribe|Nassau Grouper|Epinephelus striatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|48-122|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|En peligro|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de aguas poco profundas. Vive en cuevas submarinas y en arrecifes. Los juveniles viven en las praderas de pastos marinos. Se alimenta crustáceos, pequeños invertebrados y peces.|Se distribuye en el Atlántico occidental, desde Florida al sur de Brasil.|Capturada|Se utiliza la carne.|||||Desconocida|Deterioro|Deterioro||||||EpinephelusStriatus.png|0|0
Mero negro|Warsaw Grouper|Hyporthodus nigritus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|50-230|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|En peligro crítico|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina, que vive en fondos rocosos. Los juveniles viven cerca de muelles y en arrecifes de poca profundidad. Se alimenta de crustáceos y peces.|Se distribuye en el Atlántico occidental, desde Massachusetts hasta Brasil.|Capturada|Se utiliza la carne.|||||Deterioro|Deterioro|Deterioro|sin datos|sobre pesca|sobre pesca|||HyporthodusNigritus.png|0|0
Negrillo||Mycteroperca bonaci|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0|3|||||Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Guacamayo||Mycteroperca microlepis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Guacamayo||Mycteroperca venenosa|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||0|1|0|0|0|3|||||Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Guaseta del Pacífico||Alphestes immaculatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Enjambre||Cephalopholis panamensis|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Serrano arenero||Diplectrum formosum|Actinopterygii|Perciformes|Serranidae|1|0|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Serrano cabicucho||Diplectrum pacificum|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Aguavina||Diplectrum radiale|Actinopterygii|Perciformes|Serranidae|1|0|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Baqueta||Epinephelus acanthistius|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||1|0|0|0|0|3|||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca||||0|0
Payaso||Epinephelus guttatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Otros||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Baqueta ploma||Epinephelus niphobles|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Cherna pinta||Hyporthodus niveatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Otros||1|0|0|0|0|3|||||Vulnerable|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Chema boca amarilla||Mycteroperca interstitialis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Otros||1|1|0|0|0|3|||||Vulnerable|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Sandía||Paranthias colonus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca||||0|0
Serrano bandera||Serranus huascarii|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Cherna enjambre||Cephalopholis cruentata|Actinopterygii|Perciformes|Serranidae|1|1|0|0|||0|1|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||||0|0
Lenguado||Solea spp|Actinopterygii|Pleuronectiformes|Soleidae|0|0|0|1|Peces importados||0|0|0|0||3|||||||||||||Congelado.||||||||||||||0|0
Sargo||Archosargus probatocephalus|Actinopterygii|Perciformes|Sparidae|1|0|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Sargo amarillo||Archosargus rhomboidalis|Actinopterygii|Perciformes|Sparidae|1|1|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Pluma||Calamus bajonado|Actinopterygii|Perciformes|Sparidae|1|0|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Mojarrón||Calamus brachysomus|Actinopterygii|Perciformes|Sparidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Xlavita||Lagodon rhomboides|Actinopterygii|Perciformes|Sparidae|1|0|0|0|Otros||1|0|0|0|0|3|||||||||||||||||||||||||||0|0
Mojarrón||Calamus arctifrons|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Cachipluma||Calamus calamus|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Pluma||Calamus nodosus|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Mojarra pluma||Calamus pennatula|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Pluma jorobada||Calamus proridens|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Sargo rojo||Pagrus pagrus|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3|||||En peligro||||||||||||||||||||||0|0
Barracuda||Sphyraena ensis|Actinopterygii|Perciformes|Sphyraenidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Tolete||Sphyraena guachancho|Actinopterygii|Perciformes|Sphyraenidae|1|1|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Picuda||Sphyraena barracuda|Actinopterygii|Perciformes|Sphyraenidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Tiburón martillo/ Cornuda cabeza de pala|Bonnethead Cornuda|Sphyrna tiburo|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|0|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|80-150|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores, palangre para tiburón oceánico y pez espada.||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.|Especie marina que vive en zonas costeras con fondos arenosos, fangosos y en zonas arrecifales. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Atlántico occidental, desde Carolina del Norte en Estados Unidos hasta Brasil.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||SphyrnaTiburo.png|0|0
Tiburón martillo|Scalloped Bonnethead|Sphyrna corona|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|1|Tríptico|50-90|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Casi amenazada|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye en el Pacífico Oriental, desde el Golfo de California a Perú.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||SphyrnaCorona.png|0|0
Cornuda común|Scalloped hammerhead|Sphyrna lewini|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|1|0|Tiburones|Nacional|1|0|0|0|0|3||150-400|No selectiva|Palangre pelágico, red de fondo, redes de arrastre.|En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||||0|0
Cornuda gigante|Great hammerhead|Sphyrna mokarran|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|3||200-300|No selectiva|Palangre pelágico, red de fondo, redes de arrastre.|En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||||||0|0
Cornuda prieta|Smooth Hammerhead|Sphyrna zygaena|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|1|Tríptico|200-400|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Vulnerable|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Se alimenta de peces, tiburones, rayas, crustáceos y cefalópodos.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||||||SphyrnaZygaena.png|0|0
Cazón espinoso||Squalus cubensis|Chondrichthyes|Squaliformes|Squalidae|1|1|0|0|Cazones||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.||||||||||||||||||0|0
Angelote del Pacífico|Pacific angel shark|Squatina californica|Chondrichthyes|Squatiniformes|Squatinidae|0|0|1|0|Tiburones||1|0|0|0|0|3|||||Casi amenazada|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||||0|0
Tiburón ángel||Squatina dumeril|Chondrichthyes|Squatiniformes|Squatinidae|1|1|0|0|Tiburones||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.||||||||||||||||||0|0
Palometa pámpano||Peprilus paru|Actinopterygii|Perciformes|Stromateidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Chile||Synodus foetens|Actinopterygii|Aulopiformes|Synodontidae|1|0|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Chile lagarto|calico lizardfish|Synodus lacertinus|Actinopterygii|Aulopiformes|Synodontidae|0|0|1|0|Chile||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos||||0|0
Conejo blanco||Lagocephalus laevigatus|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|Otros||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Botete diana||Sphoeroides annulatus|Actinopterygii|Tetraodontiformes|Tetraodontidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos||||0|0
Tamborín narizón||Canthigaster rostrata|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Botete jaspeado||Sphoeroides dorsalis|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Botete sureño||Sphoeroides nephelus|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Botete collarete||Sphoeroides spengleri|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3|||||||||||||||||||||||||||0|0
Botete panza rayada|Stripebelly Puffer|Arothron hispidus|Actinopterygii|Tetraodontiformes|Tetraodontidae|0|0|1|0|Botetes||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos||||0|0
Botete aletas punteadas|Guineafowl Puffer|Arothron meleagris|Actinopterygii|Tetraodontiformes|Tetraodontidae|0|0|1|0|Botetes||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos||||0|0
Cazón californiano|Gray Smoothhound|Mustelus californicus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|35-116|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Vive en mares de aguas templado –cálidas y tropicales. Se alimenta principalmente de cangrejos, camarones, gusanos equiúridos y algunos peces.|Se distribuye en el Pacífico Oriental, desde el norte de California hasta el Golfo de California.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca|||MustelusCalifornicus.png|0|0
Cazón mamón||Mustelus canis|Chondrichthyes|Carcharhiniformes|Triakidae|1|1|0|0|Cazones||1|0|0|0|0|3|||||Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.||||||||||||||||||0|0
Cazón aleta deshilachada|Brown Smooth-Hound|Mustelus henlei|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|54-100|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Vive desde la zona intermareal hasta los 200 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California hasta Perú.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca|||MustelusHenlei.png|0|0
